id;Kanji;Grade;"Reading within Joyo";"# of On";"# of Meanings of On"
1175;洗;6;セン、あら-う;1;3
1176;染;6;セン、そ-める、そ-まる、し-みる、し-み;1;3
666;骨;6;コツ、ほね;1;3
937;純;6;ジュン;1;3
434;勤;6;キン、[ゴン]、つと-める、つと-まる;2;3
436;筋;6;キン、すじ;1;3
1985;優;6;ユウ、やさ-しい、すぐ-れる;1;3
975;将;6;ショウ;1;3
485;敬;6;ケイ、うやま-う;1;3
2029;乱;6;ラン、みだ-れる、みだ-す;1;3
496;警;6;ケイ;1;3
1784;奮;6;フン、ふる-う;1;3
256;巻;6;カン、ま-く、まき;1;4
1807;片;6;ヘン、かた;1;4
27;異;6;イ、こと;1;4
37;遺;6;イ、[ユイ];2;4
39;域;6;イキ;1;4
59;宇;6;ウ;1;4
1852;亡;6;ボウ、[モウ]、な-い;2;4
1345;誕;6;タン;1;4
1857;忘;6;ボウ、わす-れる;1;4
585;誤;6;ゴ、あやま-る;1;4
599;后;6;コウ;1;4
1381;忠;6;チュウ;1;4
1128;聖;6;セイ;1;4
1897;枚;6;マイ;1;4
900;衆;6;シュウ、[シュ];2;4
1679;晩;6;バン;1;4
660;刻;6;コク、きざ-む;1;4
923;縮;6;シュク、ちぢ-む、ちぢ-まる、ちぢ-める、ちぢ-れる、ちぢ-らす;1;4
412;郷;6;キョウ、ゴウ;2;4
166;我;6;ガ、われ、わ;1;4
1198;善;6;ゼン、よ-い;1;4
951;諸;6;ショ;1;4
1991;幼;6;ヨウ、おさな-い;1;4
221;閣;6;カク;1;4
733;冊;6;サツ、サク;2;4
1249;操;6;ソウ、みさお、あやつ-る;1;4
1512;討;6;トウ、う-つ;1;4
1514;党;6;トウ;1;4
247;干;6;カン、ほ-す、ひ-る;1;4
2046;律;6;リツ、[リチ];2;4
1792;並;6;ヘイ、なみ、なら-べる、なら-ぶ、なら-びに;1;5
1318;宅;6;タク;1;5
1072;仁;6;ジン、[ニ];2;5
855;尺;6;シャク;1;5
366;吸;6;キュウ、す-う;1;5
1914;密;6;ミツ;1;5
899;就;6;シュウ、[ジュ]、つ-く、つ-ける;2;5
400;供;6;キョウ、[ク]、そな-える、とも;2;5
671;困;6;コン、こま-る;1;5
703;済;6;サイ、す-む、す-ます;1;5
1241;装;6;ソウ、ショウ、よそお-う;2;5
1002;障;6;ショウ、さわ-る;1;5
1281;尊;6;ソン、たっと-い、とうと-い、たっと-ぶ、とうと-ぶ;1;6
1576;難;6;ナン、かた-い、むずか-しい;1;6
1339;探;6;タン、さぐ-る、さが-す;1;6
1606;派;6;ハ;1;6
327;揮;6;キ;1;6
2119;朗;6;ロウ、ほが-らか;1;6
330;貴;6;キ、たっと-い、とうと-い、たっと-ぶ、とうと-ぶ;1;6
1404;頂;6;チョウ、いただ-く、いただき;1;6
408;胸;6;キョウ、むね、[むな];1;6
925;熟;6;ジュク、う-れる;1;6
728;策;6;サク;1;6
2016;欲;6;ヨク、ほっ-する、ほ-しい;1;6
1022;蒸;6;ジョウ、む-す、む-れる、む-らす;1;6
1278;存;6;ソン、ゾン;2;6
1380;宙;6;チュウ;1;7
1900;幕;6;マク、バク;2;7
1667;班;6;ハン;1;7
913;従;6;ジュウ、[ショウ]、[ジュ]、したが-う、したが-える;3;7
1425;賃;6;チン;1;7
943;処;6;ショ;1;7
212;拡;6;カク;1;7
472;系;6;ケイ;1;7
773;至;6;シ、いた-る;1;8
1258;蔵;6;ゾウ、くら;1;8
504;激;6;ゲキ、はげ-しい;1;8
784;姿;6;シ、すがた;1;9
1237;創;6;ソウ、つく-る;1;9
1244;層;6;ソウ;1;9
560;呼;6;コ、よ-ぶ;1;10
1868;棒;6;ボウ;1;10
237;割;6;カツ、わ-る、わり、わ-れる、さ-く;1;10
1590;認;6;ニン、みと-める;1;11
691;座;6;ザ、すわ-る;1;11
847;捨;6;シャ、す-てる;1;13
1349;段;6;ダン;1;15
2081;臨;6;リン、のぞ-む;1;16
1599;納;6;ノウ、[ナッ]、[ナ]、[ナン]、[トウ]、おさ-める、おさ-まる;5;16
507;穴;6;ケツ、あな;1;17
